,return,agent,env,learning_rate,regularization_beta,test_results
581,195.0,OpenAI-DeepQ,CartPole-v0,0,0,195.0
582,177.0,OpenAI-DeepQ,CartPole-v0,0,0,177.0
583,185.0,OpenAI-DeepQ,CartPole-v0,0,0,185.0
584,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
585,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
586,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
587,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
588,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
589,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
590,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
591,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
592,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
593,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
594,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
595,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
596,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
597,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
598,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
599,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
600,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
601,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
602,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
603,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
604,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
605,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
606,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
607,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
608,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
609,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
610,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
611,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
612,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
613,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
614,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
615,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
616,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
617,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
618,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
619,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
620,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
621,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
622,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
623,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
624,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
625,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
626,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
627,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
628,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
629,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
630,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
631,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
632,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
633,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
634,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
635,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
636,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
637,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
638,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
639,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
640,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
641,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
642,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
643,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
644,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
645,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
646,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
647,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
648,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
649,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
650,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
651,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
652,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
653,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
654,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
655,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
656,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
657,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
658,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
659,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
660,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
661,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
662,200.0,OpenAI-DeepQ,CartPole-v0,0,0,200.0
663,118.0,OpenAI-DeepQ,CartPole-v0,0,0,118.0
